Photo ID,Player,Set,Tags,Raw URL,Processed URL
54074795444,Satchel Paige,1981 Cramer Baseball Legends,(HOF/PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/54074795444,"[URL=""https://www.flickr.com/photos/tkraft24/54074795444""] photo[/URL]"
53835329601,Joe Carter,1984 Indians Wheaties,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/53835329601,"[URL=""https://www.flickr.com/photos/tkraft24/53835329601""] photo[/URL]"
53834457367,Sandy Alomar Jr,1986 ProCards,(MILB/PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/53834457367,"[URL=""https://www.flickr.com/photos/tkraft24/53834457367""] photo[/URL]"
53056072161,Steve Olin,1988 Midwest League,(MILB/PSA/BLUEINK),https://www.flickr.com/photos/90414144@N05/53056072161,"[URL=""https://www.flickr.com/photos/tkraft24/53056072161""] photo[/URL]"
52512334811,Steve Olin,1989 CMC,(MILB/BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52512334811,"[URL=""https://www.flickr.com/photos/tkraft24/52512334811""] photo[/URL]"
53802125427,Sandy Alomar Jr/Roberto Alomar,1989 Fleer,(HOF/PSA/DUAL/BLUEINK),https://www.flickr.com/photos/90414144@N05/53802125427,"[URL=""https://www.flickr.com/photos/tkraft24/53802125427""] photo[/URL]"
52513076625,Albert Belle,1989 Fleer Update,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52513076625,"[URL=""https://www.flickr.com/photos/tkraft24/52513076625""] photo[/URL]"
52512600091,Joey (Albert) Belle,1989 Fleer Update,(BAS/BLUEINK),https://www.flickr.com/photos/90414144@N05/52512600091,"[URL=""https://www.flickr.com/photos/tkraft24/52512600091""] photo[/URL]"
53885465947,Joey (Albert) Belle,1989 Fleer Update,(BAS/BLUEINK/INSCRIPTION),https://www.flickr.com/photos/90414144@N05/53885465947,"[URL=""https://www.flickr.com/photos/tkraft24/53885465947""] photo[/URL]"
52512881633,Steve Olin,1989 ProCards AAA All-Stars,(MILB/BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/52512881633,"[URL=""https://www.flickr.com/photos/tkraft24/52512881633""] photo[/URL]"
53239450291,Kenny Lofton,1989 ProCards Auburn,(MILB/BAS/BLACKINK),https://www.flickr.com/photos/90414144@N05/53239450291,"[URL=""https://www.flickr.com/photos/tkraft24/53239450291""] photo[/URL]"
